32	 0.509705
32	 0.00226655
32	 0.0244219
32	 0.00220015
32	 0.0347661
32	 0.00214535
64	 0.241417
64	 0.00197972
64	 0.0282274
64	 0.0016454
64	 0.0366902
64	 0.00168004
128	 0.428428
128	 0.0018304
128	 0.0365806
128	 0.00164645
128	 0.0536421
128	 0.0016658
256	 0.858344
256	 0.00211241
256	 0.0290748
256	 0.00167786
256	 0.0539724
256	 0.00177979
512	 1.86354
512	 0.00233202
512	 0.0369415
512	 0.00166041
512	 0.0654058
512	 0.00159844
1024	 3.93208
1024	 0.0029815
1024	 0.0467103
1024	 0.00207073
1024	 0.0740417
1024	 0.00186705
2048	 7.04516
2048	 0.00424305
2048	 0.0538142
2048	 0.00170792
2048	 0.082329
2048	 0.00197766
4096	 3.62238
4096	 0.00295878
4096	 0.0540502
4096	 0.00176082
4096	 0.0910976
4096	 0.00169545
